;x;y;oil;water;gas
0;6614875;501758;837.0743408203125;1115.4749755859375;36692.34375
1;6614535;501293;601.7734985351562;1226.856689453125;27835.921875
2;6614684;502279;1080.473876953125;764.5552978515625;39978.8671875
3;6613660;500364;362.5408935546875;1156.806396484375;12689.5859375
4;6613637;500994;538.23388671875;1255.0196533203125;28182.8046875
5;6613009;499378;675.3839111328125;656.8165283203125;18547.65234375
6;6613066;501036;574.6715087890625;1316.3631591796875;24895.4296875
7;6612447;500031;620.821533203125;912.5374145507812;26490.560546875
8;;;;;
